,"(0, 0)","(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 5)","(0, 6)","(0, 7)","(0, 8)","(0, 9)","(1, 0)","(1, 1)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(1, 6)","(1, 7)","(1, 8)","(1, 9)","(2, 0)","(2, 1)","(2, 2)","(2, 3)","(2, 4)","(2, 5)","(2, 6)","(2, 7)","(2, 8)","(2, 9)","(3, 0)","(3, 1)","(3, 2)","(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(3, 8)","(3, 9)","(4, 0)","(4, 1)","(4, 2)","(4, 3)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(5, 0)","(5, 1)","(5, 2)","(5, 3)","(5, 4)","(5, 5)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(6, 0)","(6, 1)","(6, 2)","(6, 3)","(6, 4)","(6, 5)","(6, 6)","(6, 7)","(6, 8)","(6, 9)","(7, 0)","(7, 1)","(7, 2)","(7, 3)","(7, 4)","(7, 5)","(7, 6)","(7, 7)","(7, 8)","(7, 9)","(8, 0)","(8, 1)","(8, 2)","(8, 3)","(8, 4)","(8, 5)","(8, 6)","(8, 7)","(8, 8)","(8, 9)","(9, 0)","(9, 1)","(9, 2)","(9, 3)","(9, 4)","(9, 5)","(9, 6)","(9, 7)","(9, 8)","(9, 9)"
0,678,1359,1671,1359,1716,1359,1914,1461,1689,1359,1368,3189,4656,3672,1884,1962,1512,1359,1398,1359,3069,2907,4536,3441,2427,1731,1359,1359,1656,1359,2994,2100,3018,2304,3252,2346,1566,1848,1554,1359,3801,3720,4785,2016,2211,2316,1692,1539,1383,1359,4020,4803,6090,3954,3606,2907,1536,1719,1743,1359,4098,4002,5091,3327,1920,2796,1524,1872,1359,1359,4155,4263,4962,3096,3033,2184,1503,1485,1464,1359,4308,3321,3549,3978,2832,3156,1929,1623,1779,1359,2520,2343,1842,1143,1224,726,624,651,624,624
1,11568,12861,11187,10260,10014,7980,7716,5229,3219,1362,15756,19629,17109,17523,15759,15585,14244,12621,12021,2319,18807,21111,19749,19137,15969,15828,14637,13911,11607,2838,18546,21462,19827,19707,16854,17115,14802,13929,11946,3615,20400,21894,21003,20613,17493,17448,15747,14526,13002,4599,19149,23283,23013,21261,18978,18420,16254,15105,12645,5412,22155,23307,22824,21207,19317,18804,16812,15672,13557,4956,20502,24942,23334,21732,19872,19842,17697,13380,14007,5367,19905,24579,23475,22941,20262,20604,17811,16296,14397,6435,15729,19224,17391,16347,15336,14586,12609,11691,10251,4152
2,771,3867,3204,2166,3666,5091,5079,6984,6963,5367,681,3585,2319,2403,4326,5475,6417,7023,7098,4911,1164,3333,2796,2316,3696,4800,6504,7404,7587,4503,681,2895,2649,3435,4389,4806,6501,7107,7041,4866,681,3477,2751,2517,4224,4998,6711,6276,5796,4971,681,2904,2292,1572,3384,4746,5709,5997,4116,4206,681,3333,2502,1947,3807,5283,5787,5388,5448,5082,681,3495,1881,2175,4011,5316,5718,6471,5094,4101,1401,2973,3408,2427,4107,4587,6093,5253,5484,2577,858,1941,2577,2277,2826,3057,2535,2541,612,612
3,1140,6108,9741,7389,10536,8262,4806,3234,2673,1338,2268,13872,15432,16038,15210,14379,9534,9426,3612,1338,13095,18702,18738,15576,15390,13119,10713,11442,6399,1338,3948,15675,17184,12120,12525,7776,6459,7074,3858,1536,2808,18489,18150,18084,15453,14847,11670,10659,8484,1338,3675,19977,18984,18477,16716,16920,14505,12426,10965,1338,4995,21657,20499,19440,18135,17424,15879,13872,11676,2316,18213,23565,22746,20808,19101,19182,17289,15036,12585,3531,18120,23769,23043,20307,19443,19530,17223,15546,11259,3906,14808,17394,17037,15531,14733,14142,11775,10683,7869,1857
4,834,4638,4944,5592,5442,6921,7305,7617,8187,5925,945,4317,5301,4761,6735,6603,8454,8133,9045,5796,852,4137,6198,4122,6594,6702,9105,8673,9939,7077,1977,3789,5805,5310,5736,6087,8460,9450,10635,6765,993,3900,5409,5370,5310,6924,8811,8802,9294,6573,1359,3660,4956,4716,5505,5781,8253,7746,8655,6360,663,3648,4980,4566,6000,7074,8976,7980,8958,6153,663,3717,4824,4956,6495,7533,10257,8187,7122,5721,663,3348,4455,5187,7053,7698,8241,8331,8589,3225,0,2115,3954,3690,4803,3528,5640,6867,2430,1077
5,16794,21990,21615,21081,20094,17784,18420,17493,15633,10137,17385,21483,21951,21036,21291,19947,19884,19320,17295,9171,14382,22254,21798,20658,21405,19728,19398,19005,16263,11151,18510,22206,22224,20922,21459,19743,19548,18063,17049,9855,16566,20055,20046,18525,18768,18492,17508,16656,15753,9561,17502,20592,20385,19500,19275,19236,18450,17367,15486,9603,15858,19191,18759,14850,17601,16332,15714,14010,13695,8265,15681,18432,18816,17910,18150,16632,16692,14958,14073,8499,15393,18195,18741,17883,17886,16959,17031,16392,14955,7869,7692,10785,9924,8772,8124,7830,5775,6606,4929,504
6,2136,3426,8208,6921,6771,4950,6675,4497,678,678,4725,11628,11292,11079,11739,9987,10584,9240,4029,1650,4557,6099,4383,5730,5118,4866,6546,5808,4347,3714,1479,3711,2040,3093,2469,3330,4224,4620,5529,4173,1650,3198,2649,3426,4176,2247,3066,2526,2895,4755,1554,2691,2874,2694,3012,2445,3408,1599,2313,2175,2517,3729,3078,3132,2853,2034,2067,2274,2181,2844,2442,2610,1662,1467,1881,1353,1410,1575,1353,1467,1149,1512,1518,1365,1353,1764,1521,1644,1353,1353,678,1353,1353,1353,1353,1353,1353,1353,1353,1353
7,663,1344,1344,1362,1344,1344,2211,1908,1344,1344,1017,2601,2805,2787,2073,1413,1344,1344,1344,1344,711,3918,3414,2373,1653,2616,1476,1344,1344,1344,2385,4161,3723,4560,3741,1905,1344,1344,1344,1344,1815,4701,5331,3159,4578,2301,1344,1344,1344,1344,1446,5463,5082,2907,3690,2421,1935,1344,1356,1344,1881,4653,5010,4992,3537,2157,1932,1344,1362,1344,1359,4785,5010,4566,3453,1755,1362,1695,1392,1344,1494,5718,5760,5010,2916,1506,1344,1410,2346,1344,1890,1812,477,591,477,489,477,477,477,477
8,9423,7800,8610,6870,6471,6447,4644,2358,3342,1326,10029,14289,13104,11433,11058,10347,9099,7749,6918,1854,14964,16155,14754,12477,11562,10920,10419,8691,8028,1989,12999,17955,16593,14025,12600,12084,11076,10032,8724,2088,17664,18972,17328,14769,14925,13842,12942,11301,9927,2523,18921,20664,18558,17568,16431,15168,13779,12729,10302,4284,16617,20730,19392,18495,16371,15258,13992,13218,11514,4056,19728,21582,20037,19146,17364,16170,14565,14310,12261,4902,17571,20220,19137,18621,17514,16377,13803,13488,11250,4656,10758,14178,11910,10380,10689,10593,9642,9024,7206,1818
9,654,654,1431,1818,654,777,693,654,660,0,1314,1941,3819,3852,2877,1896,1578,1524,1350,597,1383,4899,5205,4275,2796,1929,1383,1314,1473,597,1314,3687,3228,1713,2559,2061,1377,1605,1314,597,2304,5220,4845,3879,3339,2577,1500,1710,2001,597,2667,4578,6489,4101,2682,1629,1572,1314,1461,597,2460,5586,4719,3588,1932,1554,1512,1902,1314,597,2355,4803,4476,4032,1386,3135,2043,1338,1320,597,2331,4674,5196,4080,2859,2790,1614,3255,1629,597,3030,3858,2727,2343,1458,1314,1314,1314,1314,597
10,648,1329,2112,2805,1329,1722,1719,4425,6438,6612,648,1821,3381,3555,1749,1686,3276,2595,9996,7296,648,1629,3411,2166,1401,2892,4131,4074,9600,7227,648,1956,3057,3726,3549,3171,3669,5715,10797,6957,648,1887,2340,2244,3993,3645,2895,2133,11136,5949,648,1995,3327,2472,5205,6141,2865,1365,2073,3870,648,1869,2046,2994,2208,2835,1650,4974,11358,2580,648,2274,2403,3507,2931,4203,3663,4899,8727,3849,648,1614,1881,4035,2640,5781,3069,6327,2514,1344,0,381,954,1509,3525,3288,3852,4269,1563,342
11,5394,1959,2514,1896,2478,1887,1638,1575,1335,1362,4980,6366,6771,7254,6972,6639,5946,3927,3951,6216,4329,2622,4872,3630,6558,5928,5466,6057,6642,7620,2391,1794,3987,3348,4536,3819,5076,5892,7554,5565,5058,3504,4353,3621,3081,2688,3417,3615,5925,5862,666,2166,1335,2352,1902,1602,1566,1677,4581,5391,693,1335,1335,2199,1521,1335,1578,1359,2883,6255,2163,4371,3228,2715,3198,1335,1458,1437,2541,3657,1269,2766,1800,1734,1374,1890,1344,1335,1446,2994,0,504,504,504,504,504,504,504,540,504
12,7647,8538,7878,8946,8181,7584,8109,8025,10212,4365,7260,9825,9909,10668,10578,10494,10932,10797,11634,6621,9498,11706,11856,12606,12741,11859,12564,12327,14232,9567,8496,10845,11376,11847,11547,11802,12165,12690,14139,8112,9090,11139,11649,11730,11421,11358,11532,11967,12054,9333,8235,10452,10467,10983,10422,10098,11028,11229,10794,7671,8427,10500,9837,9891,9798,10062,9984,9549,10317,8658,7947,9711,9939,9921,9570,10053,9753,9459,9132,7653,6747,8346,9105,8946,8991,9375,8892,9411,8865,7674,3969,3945,5304,6198,5682,6039,5739,5796,4701,2541
13,6312,6594,7509,7701,6333,6636,5865,6405,7806,3978,6945,9414,9714,9621,7986,8151,9069,9093,10857,7647,9105,11328,11184,12210,11112,10956,10998,11268,13116,10407,8739,10854,10362,10830,10185,10335,10386,10818,12756,9321,8208,10935,10380,10986,10320,9570,9378,10347,11268,10020,6984,10275,9615,10065,9078,8721,8889,9549,10287,8760,7479,10410,10089,9981,8661,8436,9144,9465,9462,8892,6975,9474,9123,9063,8400,7737,8412,8250,9429,8358,7041,7716,7035,6816,7290,6624,7656,7869,7935,7194,4107,4419,3291,4674,4182,3846,4158,5049,5259,4899
14,4752,5937,10026,14082,13005,12414,10965,9873,11454,4143,10656,14844,16905,15060,16002,14214,13860,14919,17181,7668,11433,16494,17277,17889,16932,15582,15831,17103,17373,9834,10719,15546,16671,16695,16353,15966,16155,16494,16845,11952,10590,14952,16629,16236,15879,15504,14739,15345,16638,12060,10635,14694,14826,14640,15135,13638,14820,14007,16281,8688,10131,13218,14550,14817,13668,13563,13650,14001,14208,9816,9591,11337,13677,12606,13644,11013,12723,13242,13518,11022,8001,10239,12639,11577,12417,11547,11271,11835,11610,10434,3921,8088,8556,7710,7668,7731,7350,8319,6753,5079
15,12318,12495,14316,14958,14247,14244,12687,14283,16740,6774,15786,16548,18282,18135,17751,16677,17430,17886,20145,9243,16575,17943,18570,19680,19182,17739,18951,19962,20391,12042,16479,17970,18900,19974,19290,18315,18588,19446,20025,13791,16449,18189,18828,18942,18579,18321,18654,18864,19578,14472,16062,18096,18696,19086,18213,17598,17538,17883,19092,14691,15246,17598,17976,18543,18174,17895,17610,17796,18399,13956,14115,17109,16242,16842,16422,15150,16413,16515,17229,14367,12798,14619,12573,16230,13062,12951,13965,15147,14730,9093,1185,2142,1428,1872,1011,852,984,630,456,309
16,10299,12270,12690,14025,14628,14022,16008,15711,15090,12951,10878,13371,13755,15318,15756,16221,17214,17382,16197,14484,11340,12807,15663,15990,16272,17013,17274,18534,17745,15015,11646,14088,15636,16437,17259,17670,18291,19260,18165,15570,8145,14430,13416,15681,15726,16668,17250,18102,17325,14835,10440,14106,14856,15525,16335,16887,16542,17898,16302,12333,9804,13473,15039,16146,15531,15834,16557,18204,16836,13776,10512,14433,13896,16407,16635,16713,17208,17976,16734,13413,10626,14724,14694,16728,17220,17907,18777,20124,19734,15012,7374,12621,11691,12810,11952,12315,11892,12246,10374,6240
17,5733,6261,5889,7998,6633,6042,4947,7047,7554,1698,5580,8520,6816,8733,8331,8019,8802,10380,13809,6657,7173,10119,10578,11469,10575,9693,11262,12129,14049,7908,5523,9123,8466,9072,8361,9660,9561,10632,11763,7323,5277,8331,7815,8403,7659,8754,9048,10272,10473,8493,3735,6396,6930,8079,6165,7740,7137,9114,10458,4923,4830,6843,7173,6171,6804,7260,6912,8091,8736,6000,4056,7344,6066,5451,6075,6309,6972,6270,8253,6162,4731,5805,5868,5808,5208,5706,5733,6393,6423,4905,1665,2985,2979,3717,3342,4008,3420,4557,3873,1689
18,5193,7671,9993,9732,10752,10308,11757,10275,10851,6552,12447,16920,17178,17163,16926,15849,15642,15291,14613,9858,12039,15864,16407,16845,16419,15639,15948,15663,14151,10242,12351,14850,15681,16608,16050,16293,14922,13254,14175,10629,12753,14913,16155,16554,15087,16176,16089,15564,13368,9132,14244,15285,16695,16689,15903,15732,15957,14352,14985,11049,15336,16551,18606,17538,17313,17394,16761,14583,15066,11994,14715,16059,17895,16833,16884,16653,16206,16527,14385,12318,15339,15789,17922,16371,16971,15927,15060,15273,14868,12258,15414,15474,16470,15399,16212,14715,15060,14196,12339,6003
19,1293,4008,3996,2070,3429,1335,975,1689,1146,1062,6009,7308,7920,6477,6639,5652,5739,5712,6522,3966,6456,6792,8955,7365,7221,7152,7230,6474,6759,4323,7647,9381,9387,8700,7752,8262,8433,7869,7776,4950,7095,9492,10071,9258,7566,8652,8694,7656,8184,4857,8961,11220,11874,10026,10167,9105,9471,9294,9195,6093,8322,12585,11142,10290,9735,8901,9558,8925,9801,5919,8592,13926,12669,10905,10650,10719,10449,9786,10326,7053,5964,13392,11463,9171,8991,9084,9552,9501,9030,5682,3603,9225,9030,7920,8676,8670,8721,9159,8448,5652
20,9159,10368,11256,11505,10212,9969,9777,8787,10065,5697,11301,14481,14988,14496,13758,13878,12663,11970,14730,9483,12177,15264,15372,14961,14754,14508,15219,15069,15405,12084,11685,14748,14145,15021,14091,14016,14484,14355,14631,10875,12048,15513,14610,15822,14793,14418,14661,13905,14901,12060,12057,15387,15234,15156,14169,13500,14562,14061,14178,11268,11493,14919,13710,14148,13638,13560,13842,14385,14688,12447,10995,14622,14217,14757,14259,14160,14706,13587,14091,11988,7770,11844,8682,12771,10230,11976,11637,12015,12621,11337,7113,10713,10455,7209,10194,9501,9543,9612,8514,7443
21,2664,5106,6618,5718,5049,5394,5715,5949,6123,5055,7083,9120,9921,8247,8610,7749,8865,8028,7476,6636,7653,9945,10800,10152,9732,9951,10929,9750,9327,7722,8628,10884,11445,10131,10875,10572,11355,10191,10521,8280,9408,11034,12258,11409,11181,11193,12708,11322,11148,9006,9477,14013,13224,12282,12024,11619,12195,11151,11106,9531,9624,14349,13380,12531,12384,12531,13329,12183,12252,10245,9699,15702,15330,13605,13239,13851,13905,12978,12645,10407,7980,15657,13197,11916,11460,11406,11847,11955,11364,9150,4167,11781,8937,8007,8409,8865,8913,8691,7440,7788
22,930,5364,7875,7743,7299,6840,6114,6657,5646,267,9702,13659,13230,13005,11631,10188,9210,8697,8649,4038,7041,11301,13146,9078,4353,10533,8595,10107,9639,4383,7134,11115,12963,11556,11010,10266,9885,9132,9114,4086,8592,10470,12558,11853,11574,10143,10110,9930,8463,4026,8529,10386,12924,12117,11586,9492,9987,9591,9072,3963,9207,11757,13236,12114,11670,11121,10281,10284,8919,5676,9105,10554,13251,11442,10650,10392,10134,9942,9642,5088,8139,10785,12786,11865,10701,10413,10296,10065,8748,4221,8061,8394,10920,10362,9147,9234,9000,8367,7668,4551
23,6723,10647,10362,12186,11661,12996,11940,12621,11193,9858,9309,12171,14427,13680,14877,15216,14730,16293,13638,7953,10980,14394,13833,15732,15372,15780,15459,17097,16011,9645,10764,13764,12312,14688,15030,15741,14766,16191,13842,10299,10332,13071,14367,15171,15327,16371,15525,16806,14868,8403,10446,14334,13905,15435,14988,16368,15129,17595,14160,9348,10287,13326,14370,14664,15711,16617,16461,17781,14100,9087,9531,13842,14652,15531,15780,16590,15552,18339,14169,8895,9903,13110,14883,14589,15570,16605,16494,18495,16533,9666,10440,12090,12204,12420,12213,13413,12264,13992,12303,5610
24,2901,4467,8499,8667,9201,7821,7683,6141,6267,1209,11031,14910,14619,12708,10779,10053,10131,8442,7755,3807,9531,12312,13767,12261,11361,10101,10050,8421,7644,5058,9189,12141,13269,11874,10911,10065,10269,8484,7572,4290,9990,10434,12786,12138,10944,10383,10449,8655,8397,4347,9330,12243,13674,11301,11220,10494,10326,9294,7677,3723,8190,11490,13287,13101,11142,11478,10527,9987,7167,4725,7425,12168,13014,11586,10908,10365,9804,8388,7569,3876,8229,11841,12420,12267,11556,11406,9720,8370,7584,3693,8097,8886,9867,9696,9264,7998,8082,7077,7647,3318
25,6861,6474,6438,6819,6612,5265,5022,6162,1764,1329,5271,8898,7338,7665,5304,7416,8001,6594,5484,1917,5241,8277,6993,8235,6261,6717,7533,7572,7038,3603,4707,7452,6708,8175,7386,7590,5703,7722,5130,4911,4347,6108,4950,3507,4587,6990,4659,8127,6588,4500,2478,2958,3507,3600,4173,4887,5859,5529,4941,4320,2625,5184,4746,4518,3111,5064,3813,3870,3567,2319,1287,3570,2883,4782,3675,4017,2535,2868,3300,2973,2427,3375,1734,3273,1515,3006,2034,1329,1461,1887,0,630,630,630,630,630,630,630,630,630
26,1821,4815,5490,6780,7065,5328,6510,8928,6324,6108,3066,7056,8964,8460,8367,9201,9183,10662,9930,6927,2898,8019,8238,8370,9237,8793,8865,9879,10110,8211,3975,8466,9201,8400,9357,9471,10749,10302,9759,8538,2370,5685,8634,8748,8835,9504,9444,10788,9015,6132,2565,7755,8571,8685,9525,9480,11499,10491,10125,6936,2262,7824,8991,9210,7527,10674,10797,11034,9135,7680,2145,7344,8886,9420,11259,11232,11688,12909,10989,7317,2358,7287,7776,8775,10902,11670,13047,14100,12537,9366,2934,6714,7146,8157,8088,9225,9534,10059,9246,3219
27,0,819,2295,1638,2724,1872,6561,5904,5958,5334,666,3825,5184,6216,4467,3708,9384,9528,10149,3075,666,4242,4983,5001,3603,3078,8493,10227,11283,4398,666,2802,3780,4635,3801,3816,7638,11358,10800,4674,666,2340,2793,3363,4269,3150,9141,10281,10644,4170,666,1824,3525,3042,4968,3993,8631,9252,11019,2817,666,2673,1797,4251,5121,2850,8991,9900,10644,3546,666,2634,2127,2718,4575,4971,7695,8520,10107,2526,801,2505,1770,3825,4938,6075,5658,6936,6792,1839,942,2940,2016,4008,4494,5655,5667,6285,2274,1407
28,2124,9237,11541,11346,10029,8808,9069,7692,7224,2415,8550,11139,13842,11592,10314,10716,7815,8250,6753,4125,6297,10248,12531,10260,10320,9390,8751,8418,6639,4275,7050,10590,12648,11805,9717,9603,8697,8460,7245,2784,4821,10677,12726,11613,9321,9945,8262,8463,8169,3351,5604,12339,14292,12030,10818,11196,9276,10275,8307,2946,7719,11643,13827,11520,10818,11034,8454,9264,8193,5745,6117,9987,12693,11559,11076,9921,9591,9447,8469,2451,7701,11517,14586,12405,11043,11436,10053,9714,8136,2910,7788,7758,9693,8367,7731,7941,7284,5703,2055,1260
29,10548,17193,16098,17097,17589,12396,14805,9801,8790,8049,14550,18042,18045,18498,20472,18468,18285,14934,13236,8487,13476,17715,17070,17253,17229,15156,14169,12552,12816,8808,12492,17133,16779,16866,17748,16536,15015,12282,10755,7059,13530,16122,16248,16200,17748,15087,12741,10734,9468,2088,14133,17517,16830,16086,17154,15234,12891,10437,9855,4998,13110,15483,15627,14778,15264,13083,11826,9975,8691,5337,13113,15222,15234,15309,15936,13116,12573,10491,8199,5625,12480,14619,15741,14691,14349,12495,11301,10047,10842,4527,3312,6324,7077,7446,7083,5625,3366,3006,1299,1020
30,3765,2922,1950,2574,2862,2448,2850,2172,684,237,8148,7590,8928,9372,9123,7245,6984,7935,5091,984,7092,9252,8664,9063,8385,6444,6963,8052,6123,4410,8448,9399,7077,8391,7077,6933,7893,7293,6963,3255,8220,8883,8721,8535,8040,6513,7737,8082,6636,1890,8139,9342,7182,8355,5817,3705,6183,6552,5667,2811,6156,6288,7083,6879,6834,5328,5388,5604,4863,1788,4776,5970,5487,7554,5286,2676,3804,4914,4491,2649,1716,4698,2160,2853,1839,3135,3066,3054,2154,1092,1332,1338,1338,1386,1332,1332,1332,1332,1332,660
31,6723,6477,6066,5721,5184,4119,3276,3477,1890,2157,9117,10665,12159,11481,11121,10698,10572,8799,6495,3966,9183,11568,12498,11772,11571,11424,10554,9366,9294,7191,9237,10248,9681,9237,9870,8673,8658,9204,8472,5625,8838,10956,9333,8439,7983,11037,8157,10686,7248,4947,8439,9525,8394,9186,8058,8589,7404,7239,6129,5463,6888,6801,6708,5430,5220,4938,5832,5430,5094,3711,5559,6726,6771,5454,5484,5808,5577,4800,4722,4254,4026,5538,4806,4371,2505,3417,3273,3099,3045,2001,0,1188,1329,657,1128,657,657,657,657,780
32,4845,1797,1734,1887,1503,1881,1566,1395,1317,1317,5745,9231,9081,11337,10467,10029,8190,7050,3876,1317,3141,7449,6327,9921,7629,7617,7710,8295,6750,5358,3501,4668,4866,3066,3366,3234,3984,5793,6759,5178,2268,5019,4866,6168,3870,4563,5967,5862,5742,4644,666,1560,1644,1491,1851,2028,1881,3117,3408,4851,657,1440,1335,4248,1986,1503,1617,2238,2121,1905,657,2145,2439,3897,3282,2511,1842,2859,1605,1317,1227,3921,3441,3744,3867,3342,2577,2988,1317,1317,0,624,624,624,624,624,624,624,624,624
33,18423,21375,22305,22095,17892,19647,15891,16629,15363,13251,20418,24669,26988,25884,25110,24198,23640,23718,22830,15051,20349,24540,26508,25344,24282,24210,23265,22707,21465,14217,19806,24276,26037,25542,24726,22797,22443,21723,20241,11397,19065,22365,24192,23154,22677,21762,20817,20259,19512,11397,19155,22812,24462,22863,22473,21540,20607,19323,17820,10305,18120,21771,23562,21267,20253,18975,18888,17391,16788,11400,16680,20817,21714,21240,19908,19257,18732,17769,16098,4341,15786,18903,19164,18975,18039,17118,16869,16581,12498,7215,7587,11859,10545,10404,9789,8367,7992,7515,6084,876
34,126,7173,6891,7458,8208,8013,9309,8478,8184,5460,7923,12255,11370,14133,15276,16944,18144,16011,15138,13788,8310,13062,14394,14433,16569,19530,19206,16659,16041,14364,7500,14550,14334,16527,17031,19380,19860,17274,16746,15201,8859,15984,16095,16530,18873,20412,20823,18492,17940,15249,4128,16578,16584,17592,19602,22104,21948,19911,18252,15336,11367,18435,18189,18240,19407,21687,22140,19899,19626,16584,13185,20118,20490,18909,19905,22527,23214,20871,19596,16161,13221,19890,21090,21375,22743,24015,22236,21435,20289,15453,12039,14631,16152,15957,16944,18141,18861,16194,18054,14757
35,6792,11859,13854,13998,9831,11772,11640,9222,9174,1374,11049,20808,21327,21039,19353,18588,18060,16770,16704,6447,14073,22656,21930,21726,19722,19875,17838,17460,16119,8772,20361,22749,22506,22056,19623,19749,18606,18174,16488,8325,19818,23223,22887,21735,20508,20238,18858,18336,16179,8217,20652,24579,23943,22242,21192,21507,19551,19242,17733,9222,19806,25476,24498,23133,22590,22356,19794,19977,18006,10218,20931,26142,25008,23985,22911,23538,20976,20571,17040,10086,17688,22908,21150,21135,20634,21621,19203,19614,17751,9987,15846,18792,17511,17703,17400,17748,15639,15399,13959,5991
36,660,3237,5457,5757,5646,5448,5652,6198,6291,5100,8013,12609,13116,15087,14001,12819,13062,12852,14889,12243,9081,12273,12966,15681,15009,14577,14190,15210,16818,15603,8211,13077,13650,16128,14511,14859,14421,16332,18117,15975,9522,14436,15408,18417,15666,15498,15564,17418,19026,15843,10722,15552,16599,18960,17046,16398,16458,18438,19977,16578,10398,15897,17085,19317,17109,17220,17214,19500,21396,17370,12894,16083,17604,20541,18252,18852,18168,20124,21639,16788,14943,17931,18756,20847,19005,19605,19959,20472,22953,17169,12387,14865,16236,16947,18411,18714,19878,20505,20355,16743
